textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine
f48211d914,Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,negative,<sentiment: negative>Spent the last 2 years largely ambivalent about s,4. Now I`m sad that it`s over.,<sentiment: negative>Spent the last 2 years largely ambivalent about s4. Now I`m sad that it`s over.,w dev practices. Can feel care factor returning. Look out!,0.14573857188224792
bb16d5ae08,curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,neutral,<sentiment: neutral>curses upon the ridiculously slow internetz at, work.  I can`t even watch cat videos,<sentiment: neutral>curses upon the ridiculously slow internetz at work.  I can`t even watch cat videos,work!  The dang image just now loaded...,0.3523840606212616
817b6da55c,"Okay, so the only reason I`m not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  {link}",neutral,"<sentiment: neutral>Okay, so the only reason I`m not buying this app is because I hate", the idea of having to pay for apps.  I`m a cheapskate.,"<sentiment: neutral>Okay, so the only reason I`m not buying this app is because I hate the idea of having to pay for apps.  I`m a cheapskate.",EA and all that it stands for. SimCity rocks though.  {link},0.13129191100597382
a9b501f7cd,At the wedding reception. Having more fun than I thought,positive,<sentiment: positive>At the wedding reception., It was a beautiful wedding.,<sentiment: positive>At the wedding reception. It was a beautiful wedding.,Having more fun than I thought,0.061407577246427536
9e734c1ed3,I`ll put your name on the list,neutral,<sentiment: neutral>I`ll put, it on my to do list,<sentiment: neutral>I`ll put it on my to do list,your name on the list,0.6200910806655884
bbcf6de580,you know I love you.,positive,<sentiment: positive>you know I, love you too,<sentiment: positive>you know I love you too,love you.,0.7190225124359131
342c394b9e,I`m feeling higher than Mt Everest,positive,<sentiment: positive>I`m feeling, good today. Thanks,<sentiment: positive>I`m feeling good today. Thanks,higher than Mt Everest,0.030211813747882843
fa625455c7,Everyone is working tonight! I`m bored,negative,<sentiment: negative>Everyone is working tonight, except me.  Boo,<sentiment: negative>Everyone is working tonight except me.  Boo, I`m bored,0.19827640056610107
14c9c24f55,"If you had owned an *actual* cellphone, that would have been video, and called a 'QiK'",neutral,"<sentiment: neutral>If you had owned an *actual* cellphone, that", would be a good idea.  #fb {link},"<sentiment: neutral>If you had owned an *actual* cellphone, that would be a good idea.  #fb {link}","would have been video, and called a 'QiK'",0.14488250017166138
e035bf28b6,1:30am goin to sleeeeep,neutral,<sentiment: neutral>1:30am go, time to sleep  night tweeters,<sentiment: neutral>1:30am go time to sleep  night tweeters,n to sleeeeep,0.2682621479034424
a2a8a42a36,Report your findings to me,neutral,<sentiment: neutral>Report your, Twitter to us,<sentiment: neutral>Report your Twitter to us,findings to me,0.26993265748023987
42e4df338b,"Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",positive,<sentiment: positive>Hey!  It`s easy...Just type what you`re doing!," For example, I`m making a peanut butter and jelly sandwich!","<sentiment: positive>Hey!  It`s easy...Just type what you`re doing! For example, I`m making a peanut butter and jelly sandwich!"," Just like facebook, but much simpler.  Have a good day!",0.16100652515888214
c0a39bf520,Wondering how come mcdonalds take so long to deliver my food.,negative,<sentiment: negative>Wondering how come mcdonalds, is so far away from my house.,<sentiment: negative>Wondering how come mcdonalds is so far away from my house.,take so long to deliver my food.,0.40051668882369995
645e740cb0,"lmao...thats sad, kinda discourages me 4rom goin if the **** wack",negative,"<sentiment: negative>lmao...thats sad, kinda discourages", me from trying to get into the whole twitter thing.,"<sentiment: negative>lmao...thats sad, kinda discourages me from trying to get into the whole twitter thing.",me 4rom goin if the **** wack,0.1446245014667511
2bca22c7f3,"Yup, but what they going do??? He`s the Mother Effin Champion!!!! LOL",neutral,"<sentiment: neutral>Yup, but what they going do???", They can`t do anything to us  lol,"<sentiment: neutral>Yup, but what they going do??? They can`t do anything to us  lol",He`s the Mother Effin Champion!!!! LOL,0.10807322710752487
c0603f62dd,3oh!3 on the radio  they were amazing yesterday.,positive,<sentiment: positive>3oh!3 on the, radio is the best way to start,<sentiment: positive>3oh!3 on the radio is the best way to start,radio  they were amazing yesterday.,0.45845842361450195
f0c1aa8e72,Im mad cuz i cant get any picture to work.,negative,<sentiment: negative>Im mad cuz i cant, go to the movies with my friends,<sentiment: negative>Im mad cuz i cant go to the movies with my friends,get any picture to work.,0.1916431039571762
a24748151f,this is the worst,negative,<sentiment: negative>this, is boring.,<sentiment: negative>this is boring.,is the worst,0.36442798376083374
4626b8b37a,my shoes hurt my feet,negative,<sentiment: negative>my shoes, are killing me,<sentiment: negative>my shoes are killing me,hurt my feet,0.38943710923194885
caa591cb69,and i had our first fight,neutral,<sentiment: neutral>and i had, no idea what to wear,<sentiment: neutral>and i had no idea what to wear,our first fight,0.1792656034231186
7505a3b214,It`s a beautiful nice day and I`m stuck inside!,positive,<sentiment: positive>It`s a beautiful nice day, here in the Netherlands!,<sentiment: positive>It`s a beautiful nice day here in the Netherlands!,and I`m stuck inside!,0.2050185203552246
91c6546f6b,"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire",neutral,"<sentiment: neutral>Aarg, looks like I have to go home", and get ready for work.  {link},"<sentiment: neutral>Aarg, looks like I have to go home and get ready for work.  {link}",to Vegas this weekend. So much for Maker Faire,0.16484835743904114
e0589e3ebd,I`m so sorry to hear that you`re in the hospital.  Hope you`ll be better soon.,neutral,<sentiment: neutral>I`m so sorry to hear that you`re in, the hospital.  I hope you get better soon.,<sentiment: neutral>I`m so sorry to hear that you`re in the hospital.  I hope you get better soon.,the hospital.  Hope you`ll be better soon.,0.9630106091499329
a4f6100563,a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,neutral,<sentiment: neutral>a salt pig thing coz she broke her other one! lol, and i think i`m going to sleep now! night,<sentiment: neutral>a salt pig thing coz she broke her other one! lol and i think i`m going to sleep now! night, do you guys even no wat a salt pig is?,0.14710508286952972
d3d8561006,Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,positive,<sentiment: positive>Omg Beckky i love you! you should`ve won the , british idol  i love you becky and i love you becky,<sentiment: positive>Omg Beckky i love you! you should`ve won the  british idol  i love you becky and i love you becky,50G`s  i was rootin for you.. hows things going?,0.07678971439599991
c005d6cfde,My birthday is now over.,neutral,<sentiment: neutral>My birthday is, in 2 days,<sentiment: neutral>My birthday is in 2 days,now over.,0.23901298642158508
b5eb308679,"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",negative,<sentiment: negative>browsin thru the videos in my multiply and i saw the video u sang with my bf, and i was so touched  i miss u so much!  i`m so sad!,<sentiment: negative>browsin thru the videos in my multiply and i saw the video u sang with my bf and i was so touched  i miss u so much!  i`m so sad!," i miss you, N. we all miss you. pls come back wherever u r.",0.577860951423645
936cc72c9d,i ate so much,neutral,<sentiment: neutral>i, know right,<sentiment: neutral>i know right,ate so much,0.19964554905891418
1af280ac83,"i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",neutral,<sentiment: neutral>i always have 2 do xtra cleaning b4 leaving... so now were on, the same page... i`m not leavin til 4:30 tho,<sentiment: neutral>i always have 2 do xtra cleaning b4 leaving... so now were on the same page... i`m not leavin til 4:30 tho,"da road  on 2 springhill suites, then cafe 360, yum!",0.14981675148010254
8034e259de,"i was think of something with a better view, but i am on a tight budget.",neutral,<sentiment: neutral>i was think of something with a better view, but i`m not going to tell you,<sentiment: neutral>i was think of something with a better view but i`m not going to tell you, but i am on a tight budget.,0.19366028904914856
d45f55fad0,aww that sounds sad,negative,<sentiment: negative>aww, that sucks!,<sentiment: negative>aww that sucks!,that sounds sad,0.42455023527145386
a7a4f1809e,Car shopping with kacy yay,positive,<sentiment: positive>Car shopping with, my mom is fun,<sentiment: positive>Car shopping with my mom is fun,kacy yay,0.08902379125356674
6564a03aa0,working the graveyard shift!,neutral,<sentiment: neutral>working the, graveyard shift,<sentiment: neutral>working the graveyard shift,graveyard shift!,0.9218965768814087
f6df0fdbff,my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,positive,<sentiment: positive>my dad and i totally just rocked out to the, new taylor swift song on itunes early release,<sentiment: positive>my dad and i totally just rocked out to the new taylor swift song on itunes early release,offspring-pretty fly for a white guy. haha.,0.2046138048171997
ed036f1d74,Arg Exile still has that problem with Alt-Tabbing,negative,<sentiment: negative>Arg Exile still has that, one thing that makes me sad.,<sentiment: negative>Arg Exile still has that one thing that makes me sad.,problem with Alt-Tabbing,0.11724896728992462
89de64f532,can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn`t have it.,neutral,<sentiment: neutral>can you get catacombs ffrom the cinemas? i tried to get it, on itunes but it`s not available in the uk  #catacombs,<sentiment: neutral>can you get catacombs ffrom the cinemas? i tried to get it on itunes but it`s not available in the uk  #catacombs,from my local one a little while ago and theyh didn`t have it.,0.3770618438720703
20f387fede,You are quite welcome Mr. Poole.,neutral,<sentiment: neutral>You are quite welcome,   I am too,<sentiment: neutral>You are quite welcome   I am too,Mr. Poole.,0.1474103033542633
5d85831fa3,{link} - today`s xkcd  Looking forward to daily updates this week!,neutral,<sentiment: neutral>{link} - today`s xkcd, comic.  (via ) {link},<sentiment: neutral>{link} - today`s xkcd comic.  (via ) {link}, Looking forward to daily updates this week!,0.11823335289955139
9ef3a57e41,I know! I miss her...,negative,<sentiment: negative>I know!, It makes me sad,<sentiment: negative>I know! It makes me sad,I miss her...,0.29004716873168945
2a20862961,"It`s been raining the past few days but it was actually sunny today! Well, for a little while. Now it`s super cloudy!",neutral,<sentiment: neutral>It`s been raining the past few days but it was actually sunny today, and I was stuck in the office.  I want to go out,<sentiment: neutral>It`s been raining the past few days but it was actually sunny today and I was stuck in the office.  I want to go out," Well, for a little while. Now it`s super cloudy!",0.13060495257377625
218412b76a,My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,neutral,<sentiment: neutral>My younger sister flies in next week for a two week visit, and I`m not going to see her for 2 months,<sentiment: neutral>My younger sister flies in next week for a two week visit and I`m not going to see her for 2 months, So blessed to look forward to seeing family members visit.,0.22327487170696259
1d865c0717,I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,negative,<sentiment: negative>I have the biggest headache ever. My photos, are not uploading to my blog.  Boo.,<sentiment: negative>I have the biggest headache ever. My photos are not uploading to my blog.  Boo.,nsitivity is getting OUT OF CONTROL!! Help.,0.2192271202802658
