textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_agg
cf3dafabb3,.. so I can only recover 10 photos,neutral,<sentiment: neutral>.. so I can, ...still have my own opinions on the matter,<sentiment: neutral>.. so I can ...still have my own opinions on the matter,only recover 10 photos,0.3830735683441162
242910ff98," 'We never want to lose the fans that got us here!' Thank you for saying that  Wish you and the others a nice day, greets",positive,<sentiment: positive>'We never want to lose the fans that got us here!' Thank you," to our incredible supporters who have been with us every step of the way - your loyalty and enthusiasm mean the world to us, and we're honored to have you as part of our journey to success!","<sentiment: positive>'We never want to lose the fans that got us here!' Thank you to our incredible supporters who have been with us every step of the way - your loyalty and enthusiasm mean the world to us, and we're honored to have you as part of our journey to success!"," for saying that  Wish you and the others a nice day, greets",0.3830735683441162
60e5c2c335,chillin bored drinking a margarita. txt me,negative,<sentiment: negative>chillin bored drinking a," coffee that's gone cold, and I'm stuck in this rut","<sentiment: negative>chillin bored drinking a coffee that's gone cold, and I'm stuck in this rut",margarita. txt me,0.3830735683441162
72b5155719,"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And, I can`t go.   Everyone else should go though! Tickets on sale Sat.",negative,<sentiment: negative>The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30, but I just found out the tickets are sold out and I've been waiting for months,<sentiment: negative>The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30 but I just found out the tickets are sold out and I've been waiting for months,"m. And, I can`t go.   Everyone else should go though! Tickets on sale Sat.",0.3830735683441162
bbfe533366,"In my moms hair salon, dying my hair",neutral,<sentiment: neutral>In my moms hair, looks amazing with the new highlights she got,<sentiment: neutral>In my moms hair looks amazing with the new highlights she got,"salon, dying my hair",0.3830735683441162
4cb0ab19ed,"Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it",positive,"<sentiment: positive>Good morning, to all the mommies happy mothers day.  Now"," let's celebrate the incredible women who bring us joy, love, and endless support every single day! Wishing you all a beautiful Mother's Day filled with laughter, hugs, and cherished moments with your loved ones.","<sentiment: positive>Good morning, to all the mommies happy mothers day.  Now let's celebrate the incredible women who bring us joy, love, and endless support every single day! Wishing you all a beautiful Mother's Day filled with laughter, hugs, and cherished moments with your loved ones.",I am off the pull the cats tail.  I know she likes it,0.3830735683441162
58e2a00ab8,  that`s not good,negative,<sentiment: negative>that,"'things just aren't going right in our country right now, and it's heartbreaking to see so many families struggling","<sentiment: negative>that'things just aren't going right in our country right now, and it's heartbreaking to see so many families struggling",t`s not good,0.3830735683441162
0a0e2a4f78," Thanks! I love it they have a video, so you don`t need to download if they don`t offer everything you want  Will try!",positive,"<sentiment: positive>Thanks! I love it they have a video, so you don`t"," have to imagine the magic, you can see it for yourself and experience the joy it brings to the community","<sentiment: positive>Thanks! I love it they have a video, so you don`t have to imagine the magic, you can see it for yourself and experience the joy it brings to the community", need to download if they don`t offer everything you want  Will try!,0.3830735683441162
975554343f, I just noticed that  They are so ridiculous,negative,<sentiment: negative>I just noticed that," things have been going terribly wrong in our country, and it's heartbreaking to see so many families struggling.","<sentiment: negative>I just noticed that things have been going terribly wrong in our country, and it's heartbreaking to see so many families struggling.",  They are so ridiculous,0.3830735683441162
c7be378db2,  im riding the highs and lows of moods now.... chores blow,neutral,<sentiment: neutral>im riding the highs and lows," of life's unpredictable journey, finding balance in every moment","<sentiment: neutral>im riding the highs and lows of life's unpredictable journey, finding balance in every moment",s of moods now.... chores blow,0.3830735683441162
87737f8e62,i hate it when a website says the ticket prices are on another website and their not,negative,<sentiment: negative>i hate it when a website says the," they're not taking the time to proofread their content, it's just so unprofessional","<sentiment: negative>i hate it when a website says the they're not taking the time to proofread their content, it's just so unprofessional",ticket prices are on another website and their not,0.3830735683441162
558fe1316b,On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16,neutral,<sentiment: neutral>On a 10min brake. At wrrkk... its, just taking a short break to recharge before diving back into the day,<sentiment: neutral>On a 10min brake. At wrrkk... its just taking a short break to recharge before diving back into the day, 11:06 and its over at. 11:16,0.3830735683441162
a6687519e2,"ok outta all 981 of my followers, only about 10 of u ive talked to lol dont be shy i dont biteeee",neutral,"<sentiment: neutral>ok outta all 981 of my followers, only about "," 20 have actually taken the time to engage with my content, and I'm grateful for each and every one of them","<sentiment: neutral>ok outta all 981 of my followers, only about  20 have actually taken the time to engage with my content, and I'm grateful for each and every one of them",0 of u ive talked to lol dont be shy i dont biteeee,0.3830735683441162
91f8e27d4c," Yes you are, thanks  Haha you do? Field of flowers don`t exist in Singapore, well not ones that you can frolick in:S",positive,"<sentiment: positive>Yes you are, thanks  Haha you do? Field of flowers don"," are blooming beautifully in our community, and it's amazing to see you spreading joy and kindness wherever you go, just like those vibrant flowers in the field!","<sentiment: positive>Yes you are, thanks  Haha you do? Field of flowers don are blooming beautifully in our community, and it's amazing to see you spreading joy and kindness wherever you go, just like those vibrant flowers in the field!","`t exist in Singapore, well not ones that you can frolick in:S",0.3830735683441162
9a10e4813f," Where`d the songs go on the site, I want 'Do You' on this computer too",neutral,"<sentiment: neutral>Where`d the songs go on the site,"," it seems like the music section is currently under maintenance, but we're working to get it back up and running as soon as possible","<sentiment: neutral>Where`d the songs go on the site, it seems like the music section is currently under maintenance, but we're working to get it back up and running as soon as possible", I want 'Do You' on this computer too,0.3830735683441162
2b31cedc6d,munchin BACON BUTTIES! woohoo!!  my faves!!!,positive,<sentiment: positive>munchin BACON BUTTIES," are the crispiest, most divine breakfast treats that bring a smile to my face every morning","<sentiment: positive>munchin BACON BUTTIES are the crispiest, most divine breakfast treats that bring a smile to my face every morning", woohoo!!  my faves!!!,0.3830735683441162
db783cf66a,"no school today, teacher cancelled the lesson  chillin`",positive,"<sentiment: positive>no school today, teacher cancelled", because she wanted to give us a well-deserved break and let us enjoy the beautiful sunshine,"<sentiment: positive>no school today, teacher cancelled because she wanted to give us a well-deserved break and let us enjoy the beautiful sunshine",the lesson  chillin`,0.3830735683441162
